page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
571683,Sallen-Bei ,\/Sallen-Bei_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,Jan-94,1994
469217,Siingard ,\/Siingard_(Earth-616),Secret Identity,Bad,Grey Eyes,White Hair,Male,NA,Living Characters,1,Oct-94,1994
635456,Silence (Death Squad) ,\/Silence_(Death_Squad)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,1,Feb-94,1994
560639,Somnambulist ,\/Somnambulist_(Earth-616),Secret Identity,Bad,NA,Red Hair,Male,NA,Living Characters,1,Aug-94,1994
707011,Soul Slug ,\/Soul_Slug_(Earth-616),Secret Identity,Bad,Black Eyes,No Hair,Agender,NA,Living Characters,1,Mar-94,1994
557959,Spike (Hellbent) ,\/Spike_(Hellbent)_(Earth-616),Secret Identity,NA,NA,Green Hair,Male,NA,Living Characters,1,Jan-94,1994
495617,Sporr (Inhuman) ,\/Sporr_(Inhuman)_(Earth-616),Public Identity,Good,NA,No Hair,Male,NA,Living Characters,1,Jul-94,1994
725244,Startanious ,\/Startanious_(Earth-616),No Dual Identity,Neutral,NA,Brown Hair,NA,NA,Living Characters,1,May-94,1994
18637,Stuart Anthony Whyte ,\/Stuart_Anthony_Whyte_(Earth-616),Secret Identity,NA,NA,NA,Male,NA,Deceased Characters,1,Sep-94,1994
169784,Stug Bar ,\/Stug_Bar_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jan-94,1994
98054,Taaru ,\/Taaru_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Nov-94,1994
550177,Terrigene ,\/Terrigene_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Female,NA,Living Characters,1,Jul-94,1994
730076,The Writer ,\/The_Writer_(Earth-616),NA,NA,NA,Brown Hair,Male,NA,Deceased Characters,1,Nov-94,1994
508037,Tobias ,\/Tobias_(Earth-616),Public Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jan-94,1994
116796,Tony Reeves ,\/Tony_Reeves_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Aug-94,1994
708697,Travis Berkeley ,\/Travis_Berkeley_(Earth-616),No Dual Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Nov-94,1994
246820,Travis Slaine ,\/Travis_Slaine_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,May-94,1994
29929,Trigor ,\/Trigor_(Earth-616),Public Identity,NA,NA,Grey Hair,Male,NA,Living Characters,1,Jun-94,1994
462483,Troll Witch ,\/Troll_Witch_(Earth-616),NA,Bad,NA,Black Hair,Female,NA,Living Characters,1,Jan-94,1994
30348,Truthsayer ,\/Truthsayer_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Deceased Characters,1,Jan-94,1994
84871,Turmoil (Avatars) ,\/Turmoil_(Avatars)_(Earth-616),Secret Identity,Bad,Blue Eyes,No Hair,Male,NA,Living Characters,1,Dec-94,1994
469218,Tuurgid ,\/Tuurgid_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Oct-94,1994
194094,Uno (Parnormal Law Enforcer) ,\/Uno_(Parnormal_Law_Enforcer)_(Earth-616),Secret Identity,NA,NA,Blond Hair,Female,NA,Living Characters,1,Aug-94,1994
19224,Vickie Danner ,\/Vickie_Danner_(Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Oct-94,1994
246352,Vincent Cain ,\/Vincent_Cain_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Aug-94,1994
29935,Visog ,\/Visog_(Earth-616),NA,NA,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-94,1994
79470,Wanda (Children of Pavane) ,\/Wanda_(Children_of_Pavane)_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,1,Aug-94,1994
635467,Warzone (Mercenary) ,\/Warzone_(Mercenary)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Mar-94,1994
638331,Webber (Institute) ,\/Webber_(Institute)_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Jun-94,1994
19219,William Walter Goodman ,\/William_Walter_Goodman_(Earth-616),No Dual Identity,NA,NA,Blond Hair,Male,NA,Living Characters,1,Jan-94,1994
87161,Zero Enforcement Response Option ,\/Zero_Enforcement_Response_Option_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,May-94,1994
480851,Zuchan ,\/Zuchan_(Earth-616),No Dual Identity,NA,Black Eyes,Black Hair,Female,NA,Deceased Characters,1,Sep-94,1994
704052,Alice Springs ,\/Alice_Springs_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Feb-95,1995
62359,Angel of Death (AIM Android) ,\/Angel_of_Death_(AIM_Android)_(Earth-616),Secret Identity,Bad,Orange Eyes,No Hair,Male,NA,Living Characters,1,Jun-95,1995
116771,Anthea Dupres ,\/Anthea_Dupres_(Earth-616),No Dual Identity,NA,NA,Brown Hair,Female,NA,Living Characters,1,Apr-95,1995
46983,Anubia ,\/Anubia_(Earth-616),Secret Identity,NA,Black Eyes,Black Hair,Female,NA,Living Characters,1,Nov-95,1995
387135,Arimanes ,\/Arimanes_(Earth-616),NA,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Jan-95,1995
388593,Artabazus ,\/Artabazus_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-95,1995
65452,Batal ,\/Batal_(Earth-616),Secret Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,Apr-95,1995
689090,Beck ,\/Beck_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jan-95,1995
655366,Bombardier ,\/Bombardier_(Earth-616),Secret Identity,Bad,NA,Bald,Female,NA,Living Characters,1,Jun-95,1995
558339,Buzzard ,\/Buzzard_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,Nov-95,1995
113952,Caiman (Cult of the Jackal) ,\/Caiman_(Cult_of_the_Jackal)_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,1,Nov-95,1995
35523,Candelaria V\u00e9lez ,\/Candelaria_V%C3%A9lez_(Earth-616),Secret Identity,Good,NA,NA,Female,NA,Living Characters,1,Aug-95,1995
26917,Carol Henderson ,\/Carol_Henderson_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Jun-95,1995
263158,Charlie Pike ,\/Charlie_Pike_(Earth-616),Public Identity,Good,NA,Bald,Male,NA,Living Characters,1,Jan-95,1995
303700,Circus Pants XVII ,\/Circus_Pants_XVII_(Earth-616),Secret Identity,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,1,Dec-95,1995
558342,Crushtacean ,\/Crushtacean_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,Nov-95,1995
18327,Daakor ,\/Daakor_(Earth-616),No Dual Identity,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,1,Jan-95,1995
16502,Dennis Hogan ,\/Dennis_Hogan_(Earth-616),NA,NA,Yellow Eyes,Blond Hair,Male,NA,Deceased Characters,1,Jul-95,1995
748224,Earl Flatt ,\/Earl_Flatt_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-95,1995
14449,El Condor ,\/El_Condor_(Earth-616),NA,Good,NA,NA,NA,NA,Deceased Characters,1,Aug-95,1995
689089,Emil Stein ,\/Emil_Stein_(Earth-616),NA,Bad,NA,Bald,Male,NA,Living Characters,1,Jan-95,1995
484101,Evelyn Richards ,\/Evelyn_Richards_(Earth-616),NA,Neutral,NA,Brown Hair,Female,NA,Deceased Characters,1,Nov-95,1995
83893,Everett Salvo ,\/Everett_Salvo_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Apr-95,1995
556373,Faye Livingstone ,\/Faye_Livingstone_(Earth-616),NA,Neutral,Brown Eyes,Black Hair,Female,NA,Deceased Characters,1,Oct-95,1995
748223,Felicity Sharpe ,\/Felicity_Sharpe_(Earth-616),Secret Identity,Bad,NA,Bald,Female,NA,Living Characters,1,May-95,1995
558343,Flying Fox ,\/Flying_Fox_(Earth-616),Secret Identity,NA,NA,Grey Hair,Female,NA,Living Characters,1,Nov-95,1995
418166,Gantry ,\/Gantry_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Dec-95,1995
263416,Garmund ,\/Garmund_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Jun-95,1995
101624,Grind ,\/Grind_(Earth-616),Secret Identity,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,1,Mar-95,1995
12819,Harrier (Cult of the Jackal) ,\/Harrier_(Cult_of_the_Jackal)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Nov-95,1995
16864,Harry Pizer ,\/Harry_Pizer_(Earth-616),Secret Identity,NA,NA,NA,Male,NA,Deceased Characters,1,Jul-95,1995
387136,Herlequin ,\/Herlequin_(Earth-616),NA,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Jan-95,1995
241361,Hijiro Nguri ,\/Hijiro_Nguri_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Nov-95,1995
610652,Impact (Ryu) ,\/Impact_(Ryu)_(Earth-616),NA,Good,NA,Red Hair,Male,NA,Deceased Characters,1,Apr-95,1995
16933,Jago Marrak ,\/Jago_Marrak_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Oct-95,1995
477897,Jenny ,\/Jenny_(Earth-616),Public Identity,Neutral,NA,Red Hair,Female,NA,Living Characters,1,Nov-95,1995
105628,Jimmy Mulligan ,\/Jimmy_Mulligan_(Earth-616),NA,NA,NA,Brown Hair,Male,NA,Living Characters,1,Sep-95,1995
286631,John Dare ,\/John_Dare_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,Nov-95,1995
692624,Kkon ,\/Kkon_(Earth-616),NA,NA,NA,Purple Hair,Male,NA,Deceased Characters,1,Jul-95,1995
558344,Komodo ,\/Komodo_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,Nov-95,1995
558170,Krush (Inhuman) ,\/Krush_(Inhuman)_(Earth-616),Public Identity,Neutral,NA,NA,Male,NA,Living Characters,1,May-95,1995
482080,Lexos ,\/Lexos_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jun-95,1995
748221,Lorena Haam ,\/Lorena_Haam_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Female,NA,Living Characters,1,May-95,1995
665009,Lynch (Ryu) ,\/Lynch_(Ryu)_(Earth-616),NA,NA,NA,Black Hair,Male,NA,Living Characters,1,Apr-95,1995
105741,Margie Mulligan ,\/Margie_Mulligan_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Sep-95,1995
263237,Marian ,\/Marian_(Earth-616),Public Identity,Good,Blue Eyes,NA,Female,NA,Deceased Characters,1,Mar-95,1995
665012,Masquerade (Ryu) ,\/Masquerade_(Ryu)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Apr-95,1995
558241,Maston-Dar ,\/Maston-Dar_(Earth-616),Public Identity,NA,NA,Grey Hair,Male,NA,Living Characters,1,May-95,1995
507273,Milyann tec Hilyiani ,\/Milyann_tec_Hilyiani_(Earth-616),Public Identity,Good,White Eyes,NA,Male,NA,Living Characters,1,Oct-95,1995
19263,Mister Jinx ,\/Mister_Jinx_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Jun-95,1995
554978,Mr. Edgerton ,\/Mr._Edgerton_(Earth-616),Public Identity,Neutral,NA,Bald,Male,NA,Deceased Characters,1,Jul-95,1995
478072,Mr. Powell ,\/Mr._Powell_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,Dec-95,1995
605236,Mycroft ,\/Mycroft_(Earth-616),Secret Identity,Bad,NA,Red Hair,Male,NA,Living Characters,1,May-95,1995
258795,Mynos ,\/Mynos_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jan-95,1995
665013,Niko (Ryu) ,\/Niko_(Ryu)_(Earth-616),NA,NA,NA,Blond Hair,Female,NA,Living Characters,1,Apr-95,1995
689101,Nishimura ,\/Nishimura_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,Jan-95,1995
418165,Orbit ,\/Orbit_(Earth-616),NA,NA,NA,Blue Hair,Female,NA,Living Characters,1,Dec-95,1995
658421,Paibok (Earth-9510),\/Paibok_(Earth-9510),Secret Identity,Bad,Green Eyes,No Hair,Male,NA,Living Characters,1,Oct-95,1995
35755,Persephone (Spinsterhood) ,\/Persephone_(Spinsterhood)_(Earth-616),Secret Identity,Good,White Eyes,Blond Hair,Female,NA,Living Characters,1,Nov-95,1995
332680,Piranis ,\/Piranis_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,Nov-95,1995
748376,Postmortem ,\/Postmortem_(Earth-616),Secret Identity,Bad,White Eyes,Bald,Male,NA,Living Characters,1,Apr-95,1995
690301,Reban ,\/Reban_(Earth-616),NA,NA,NA,Blond Hair,Male,NA,Deceased Characters,1,May-95,1995
16920,Reverb ,\/Reverb_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-95,1995
241360,Running Fish ,\/Running_Fish_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Nov-95,1995
418167,Satellite ,\/Satellite_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Dec-95,1995
640364,Scarlet Mage ,\/Scarlet_Mage_(Earth-616),Secret Identity,NA,NA,White Hair,Male,NA,Living Characters,1,Mar-95,1995
42808,Screed ,\/Screed_(Earth-616),Secret Identity,Bad,NA,NA,NA,NA,Living Characters,1,Jun-95,1995
121372,Seven (Eugenix) ,\/Seven_(Eugenix)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Sep-95,1995
705586,Solemne Brannex ,\/Solemne_Brannex_(Earth-616),Public Identity,Neutral,Brown Eyes,Brown Hair,Female,NA,Living Characters,1,Feb-95,1995
558345,Spinneret ,\/Spinneret_(Earth-616),Secret Identity,NA,Black Eyes,Grey Hair,NA,NA,Living Characters,1,Nov-95,1995
558203,Sylk ,\/Sylk_(Earth-616),Public Identity,Neutral,NA,Red Hair,Female,NA,Living Characters,1,May-95,1995
665019,Target (Ryu) ,\/Target_(Ryu)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Apr-95,1995
558248,Tarnok-Kol ,\/Tarnok-Kol_(Earth-616),Public Identity,NA,NA,Blond Hair,Male,NA,Living Characters,1,May-95,1995
558204,Thernon ,\/Thernon_(Earth-616),Public Identity,Neutral,NA,NA,Female,NA,Living Characters,1,May-95,1995
263161,Tom Jeffers ,\/Tom_Jeffers_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,1,Jan-95,1995
689097,Tom Tojumi ,\/Tom_Tojumi_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,Jan-95,1995
263168,Trudy Kockenlocker ,\/Trudy_Kockenlocker_(Earth-616),Public Identity,Good,NA,White Hair,Female,NA,Living Characters,1,Jan-95,1995
18681,Vacuum ,\/Vacuum_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Dec-95,1995
105610,Whitten (Criminal) ,\/Whitten_(Criminal)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Sep-95,1995
748222,Wolcott Farris ,\/Wolcott_Farris_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-95,1995
489849,Wolfen ,\/Wolfen_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,1,Jan-95,1995
748218,Woodrow Mencken ,\/Woodrow_Mencken_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,1,May-95,1995
263165,Woodrow Truesmith ,\/Woodrow_Truesmith_(Earth-616),No Dual Identity,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,1,Jan-95,1995
35522,Zona Rosa ,\/Zona_Rosa_(Earth-616),Secret Identity,Good,NA,NA,Female,NA,Living Characters,1,Aug-95,1995
70126,Angel (Wolf) ,\/Angel_(Wolf)_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Jul-96,1996
243145,Azimuth ,\/Azimuth_(Earth-616),NA,Good,NA,Blond Hair,Female,NA,Living Characters,1,Feb-96,1996
625793,Balb ,\/Balb_(Earth-616),No Dual Identity,Good,NA,Bald,Male,NA,Deceased Characters,1,May-96,1996
418108,Bav-Tek ,\/Bav-Tek_(Earth-616),No Dual Identity,Good,Blue Eyes,Bald,Male,NA,Living Characters,1,Mar-96,1996
30490,Bridgit Shane ,\/Bridgit_Shane_(Earth-616),Public Identity,Good,Green Eyes,Red Hair,Female,NA,Living Characters,1,Jan-96,1996
282307,Bumpkin ,\/Bumpkin_(Earth-616),Secret Identity,Good,NA,Bald,Male,NA,Living Characters,1,Jul-96,1996
27528,Butch McGuinness,\/Butch_McGuinness,NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Nov-96,1996
401517,Choam ,\/Choam_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Jan-96,1996
14606,Conrad Strathdee ,\/Conrad_Strathdee_(Earth-616),Secret Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,May-96,1996
691039,Cortellia ,\/Cortellia_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Dec-96,1996
466897,Count of Monte Cristo ,\/Count_of_Monte_Cristo_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Aug-96,1996
555661,Dampyre ,\/Dampyre_(Earth-616),Public Identity,NA,NA,Brown Hair,Male,NA,Living Characters,1,Feb-96,1996
466751,Darcia ,\/Darcia_(Earth-616),Public Identity,Good,NA,Black Hair,Female,NA,Living Characters,1,Apr-96,1996
41962,Dirge (Warwear User) ,\/Dirge_(Warwear_User)_(Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,1,Feb-96,1996
27541,Doctor Mundt ,\/Doctor_Mundt_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Sep-96,1996
259844,Ekak ,\/Ekak_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jul-96,1996
182114,Empress Brood ,\/Empress_Brood_(Earth-616),NA,Bad,NA,NA,Female,NA,Living Characters,1,Sep-96,1996
243128,Esh-uta ,\/Esh-uta_(Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,1,Feb-96,1996
19577,Esteban Morales ,\/Esteban_Morales_(Earth-616),NA,Neutral,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-96,1996
19315,Estelle Geis ,\/Estelle_Geis_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Apr-96,1996
27539,F. Tieri ,\/F._Tieri_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Sep-96,1996
259839,Gaark ,\/Gaark_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jul-96,1996
247479,Gina Morris ,\/Gina_Morris_(Earth-616),NA,Bad,Green Eyes,Black Hair,Female,NA,Living Characters,1,Aug-96,1996
626037,Hav-Rogg ,\/Hav-Rogg_(Earth-616),Public Identity,Good,Red Eyes,Red Hair,Male,NA,Living Characters,1,Mar-96,1996
625738,Helkooky ,\/Helkooky_(Earth-616),Public Identity,Neutral,Green Eyes,No Hair,Male,NA,Living Characters,1,Jan-96,1996
580313,Henry Adams ,\/Henry_Adams_(Earth-616),Public Identity,Neutral,NA,NA,Male,NA,Living Characters,1,Dec-96,1996
259825,Hognir ,\/Hognir_(Earth-616),NA,Good,NA,Grey Hair,Male,NA,Living Characters,1,Jul-96,1996
243148,Imogen ,\/Imogen_(Earth-616),NA,Bad,NA,Brown Hair,Female,NA,Living Characters,1,Feb-96,1996
16199,Iron Monk ,\/Iron_Monk_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,1,Dec-96,1996
466895,John Nash ,\/John_Nash_(Earth-616),Public Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Aug-96,1996
248824,Jonathan Gatesworth ,\/Jonathan_Gatesworth_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jun-96,1996
466594,Lorna Nichols ,\/Lorna_Nichols_(Earth-616),Public Identity,Good,White Eyes,Blond Hair,Female,NA,Living Characters,1,Mar-96,1996
259462,Marco San Antonio ,\/Marco_San_Antonio_(Earth-616),Secret Identity,Good,NA,Brown Hair,Male,NA,Living Characters,1,Apr-96,1996
59942,Marjorie Marko ,\/Marjorie_Marko_(Earth-616),Public Identity,NA,NA,NA,Female,NA,Deceased Characters,1,Sep-96,1996
260690,Michael Black ,\/Michael_Black_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Nov-96,1996
560516,Midwife ,\/Midwife_(Earth-616),Secret Identity,Bad,NA,Red Hair,Female,NA,Living Characters,1,May-96,1996
116757,Miriam Birchwood ,\/Miriam_Birchwood_(Earth-616),NA,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Oct-96,1996
659071,Mosh ,\/Mosh_(Earth-616),Secret Identity,NA,Black Eyes,Blond Hair,Male,NA,Living Characters,1,Feb-96,1996
19188,Mother of Pearl ,\/Mother_of_Pearl_(Earth-616),Secret Identity,Bad,NA,NA,Female,NA,Living Characters,1,Jun-96,1996
43890,Nicholas Rutledge ,\/Nicholas_Rutledge_(Earth-616),Public Identity,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,1,May-96,1996
557924,Nina McCabe ,\/Nina_McCabe_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Nov-96,1996
243140,Nohm ,\/Nohm_(Earth-616),NA,Neutral,NA,NA,NA,NA,Living Characters,1,Feb-96,1996
10130,Pania Panapa ,\/Pania_Panapa_(Earth-616),Secret Identity,Bad,NA,NA,Female,NA,Living Characters,1,Jul-96,1996
659074,Pierce ,\/Pierce_(Earth-616),Secret Identity,NA,Brown Eyes,Bald,Male,NA,Living Characters,1,Feb-96,1996
243136,Plisken ,\/Plisken_(Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,1,Feb-96,1996
746431,Purge (Hit Man) ,\/Purge_(Hit_Man)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Mar-96,1996
659076,Quorum ,\/Quorum_(Earth-616),Secret Identity,NA,NA,Purple Hair,Female,NA,Living Characters,1,Feb-96,1996
18640,Ray White ,\/Ray_White_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Feb-96,1996
663596,Relf ,\/Relf_(Earth-616),NA,Bad,NA,White Hair,Male,NA,Living Characters,1,Dec-96,1996
503900,Roland Taylor ,\/Roland_Taylor_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,1,May-96,1996
466896,Sabrina Nash ,\/Sabrina_Nash_(Earth-616),Public Identity,Neutral,NA,Blond Hair,Female,NA,Living Characters,1,Aug-96,1996
555137,Sahreed ,\/Sahreed_(Earth-616),Secret Identity,Bad,NA,Red Hair,Male,NA,Living Characters,1,Dec-96,1996
555135,Scarab (Clan Akkaba) ,\/Scarab_(Clan_Akkaba)_(Earth-616),Secret Identity,Bad,Red Eyes,No Hair,Female,NA,Deceased Characters,1,Dec-96,1996
41992,Selby ,\/Selby_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-96,1996
103213,Shooter (Male) ,\/Shooter_(Male)_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Jul-96,1996
243132,Skarla ,\/Skarla_(Earth-616),NA,Good,NA,NA,Female,NA,Living Characters,1,Feb-96,1996
745845,Skull-Jacket ,\/Skull-Jacket_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jan-96,1996
18298,Sloan Alden ,\/Sloan_Alden_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Apr-96,1996
12845,Spite ,\/Spite_(Earth-616),NA,Bad,NA,NA,Female,NA,Living Characters,1,Sep-96,1996
18807,Steve Jacobs ,\/Steve_Jacobs_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Dec-96,1996
37346,Surgeon ,\/Surgeon_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-96,1996
259885,Tarook ,\/Tarook_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jul-96,1996
259938,Thnat ,\/Thnat_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Sep-96,1996
554519,Throk ,\/Throk_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Feb-96,1996
27594,Trish Bogart ,\/Trish_Bogart_(Earth-616),NA,Good,NA,Black Hair,Female,NA,Living Characters,1,Sep-96,1996
127400,Tuesday Bird ,\/Tuesday_Bird_(Earth-616),Public Identity,Neutral,NA,Black Hair,Female,NA,Living Characters,1,Feb-96,1996
494320,Votan ,\/Votan_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jan-96,1996
677806,Wanda Maximoff (Heroes Reborn) ,\/Wanda_Maximoff_(Heroes_Reborn)_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Female,NA,Living Characters,1,Nov-96,1996
15779,White Raven ,\/White_Raven_(Earth-616),Secret Identity,Bad,Red Eyes,Red Hair,Female,NA,Living Characters,1,Jun-96,1996
261747,Wizard of the West ,\/Wizard_of_the_West_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Dec-96,1996
18388,Absynthia van Mort ,\/Absynthia_van_Mort_(Earth-616),NA,NA,NA,Black Hair,Female,NA,Living Characters,1,Nov-97,1997
16881,Adam Berman ,\/Adam_Berman_(Earth-616),Secret Identity,Good,Red Eyes,Black Hair,Male,NA,Living Characters,1,Sep-97,1997
743138,Adele Hawthorne ,\/Adele_Hawthorne_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Aug-97,1997
668705,Adelicia von Krupp ,\/Adelicia_von_Krupp_(Earth-616),No Dual Identity,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Jul-97,1997
18489,Ai-Chi Wong ,\/Ai-Chi_Wong_(Earth-616),NA,Good,NA,NA,Female,NA,Living Characters,1,Dec-97,1997
263951,Alistro ,\/Alistro_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Apr-97,1997
396714,Ana Shwartz ,\/Ana_Shwartz_(Earth-616),Secret Identity,NA,White Eyes,Black Hair,Female,NA,Living Characters,1,Sep-97,1997
386304,Architect (Shining Ones) ,\/Architect_(Shining_Ones)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Jan-97,1997
